,Date,Store,Weekly_Sales,Dept,IsHoliday
14599,11,2,12792.24,32.0,0
14600,53,2,15556.68,32.0,0
14601,95,2,23953.0,32.0,0
14602,137,2,48392.45,32.0,0
14603,178,2,16506.96,32.0,1
14604,31,2,7602.92,32.0,0
14605,73,2,6785.69,32.0,0
14606,115,2,7404.55,32.0,0
14607,157,2,8173.39,32.0,0
14608,12,2,11856.72,32.0,0
14609,54,2,15233.88,32.0,1
14610,96,2,26006.61,32.0,0
14611,138,2,12616.36,32.0,0
14612,6,2,11481.92,32.0,0
14613,48,2,10818.66,32.0,0
14614,90,2,9022.9,32.0,0
14615,132,2,10118.93,32.0,0
14616,173,2,8596.99,32.0,0
14617,32,2,10637.64,32.0,0
14618,74,2,11788.06,32.0,0
14619,116,2,9727.66,32.0,0
14620,158,2,7198.48,32.0,0
14621,21,2,11172.15,32.0,0
14622,63,2,13865.52,32.0,0
14623,105,2,20179.74,32.0,0
14624,147,2,11064.11,32.0,0
14625,3,2,11971.36,32.0,0
14626,45,2,10042.08,32.0,0
14627,87,2,11045.13,32.0,0
14628,129,2,11071.69,32.0,0
14629,170,2,9339.3,32.0,0
14630,34,2,10457.55,32.0,0
14631,76,2,9185.19,32.0,0
14632,118,2,10291.21,32.0,0
14633,160,2,8790.77,32.0,0
14634,15,2,9793.91,32.0,0
14635,57,2,8499.08,32.0,0
14636,99,2,9407.96,32.0,0
14637,141,2,8566.08,32.0,0
14638,180,2,10168.91,32.0,0
14639,39,2,9261.01,32.0,1
14640,81,2,8828.85,32.0,0
14641,123,2,9328.57,32.0,0
14642,165,2,8172.35,32.0,0
14643,29,2,7212.11,32.0,0
14644,71,2,8113.81,32.0,0
14645,113,2,10171.03,32.0,0
14646,155,2,7406.89,32.0,0
14647,24,2,8896.08,33.0,0
14648,66,2,8911.34,33.0,1
14649,108,2,7981.41,33.0,0
14650,150,2,7558.56,33.0,0
14651,25,2,8461.18,33.0,0
14652,67,2,7293.03,33.0,0
14653,109,2,6210.28,33.0,0
14654,151,2,5562.63,33.0,0
14655,7,2,8657.79,33.0,0
14656,49,2,7122.13,33.0,0
14657,91,2,6824.75,33.0,0
14658,133,2,6212.75,33.0,0
14659,174,2,5788.0,33.0,0
14660,37,2,6783.25,33.0,0
14661,79,2,5544.75,33.0,0
14662,121,2,6742.5,33.0,0
14663,163,2,7834.0,33.0,0
14664,22,2,7918.5,33.0,0
14665,64,2,7522.0,33.0,0
14666,106,2,6875.25,33.0,0
14667,148,2,6874.0,33.0,0
14668,8,2,6513.75,33.0,0
14669,50,2,5667.5,33.0,0
14670,92,2,6053.75,33.0,0
14671,134,2,8994.0,33.0,0
14672,175,2,9493.75,33.0,0
14673,35,2,12158.9,33.0,0
14674,77,2,13157.63,33.0,0
14675,119,2,16810.49,33.0,0
14676,161,2,14442.75,33.0,0
14677,16,2,4927.66,33.0,0
14678,58,2,4450.39,33.0,1
14679,100,2,4332.34,33.0,0
14680,142,2,4415.48,33.0,0
14681,5,2,6561.3,33.0,0
14682,47,2,7012.28,33.0,0
14683,89,2,5939.36,33.0,0
14684,131,2,6018.86,33.0,0
14685,172,2,7376.21,33.0,0
14686,30,2,9288.54,33.0,0
14687,72,2,9723.8,33.0,0
14688,114,2,8487.92,33.0,0
14689,156,2,16556.72,33.0,1
14690,17,2,10199.29,33.0,0
14691,59,2,21314.5,33.0,0
14692,101,2,16425.53,33.0,0
14693,143,2,18419.73,33.0,0
14694,181,2,4852.65,33.0,1
14695,36,2,4734.24,33.0,0
14696,78,2,4513.83,33.0,0
14697,120,2,4029.82,33.0,0
14698,162,2,5164.65,33.0,0
14699,19,2,7448.64,33.0,0
14700,61,2,8137.62,33.0,1
14701,103,2,8591.19,33.0,0
14702,145,2,6307.33,33.0,0
14703,20,2,6735.44,33.0,0
14704,62,2,5486.26,33.0,0
14705,104,2,5933.46,33.0,0
14706,146,2,5833.71,33.0,0
14707,2,2,5180.15,33.0,0
14708,44,2,5389.62,33.0,0
14709,86,2,6474.85,33.0,0
14710,128,2,6830.44,33.0,0
14711,169,2,5744.68,33.0,0
14712,33,2,5022.09,33.0,0
14713,75,2,5311.27,33.0,0
14714,117,2,4865.72,33.0,0
14715,159,2,6005.55,33.0,0
14716,14,2,7615.24,33.0,0
14717,56,2,6758.11,33.0,0
14718,98,2,6084.11,33.0,0
14719,140,2,6195.14,33.0,0
14720,4,2,6061.41,33.0,0
14721,46,2,6769.93,33.0,0
14722,88,2,5537.98,33.0,0
14723,130,2,5171.71,33.0,0
14724,171,2,6499.0,33.0,0
14725,28,2,9038.05,33.0,0
14726,70,2,10623.96,33.0,0
14727,112,2,17930.88,33.0,0
14728,154,2,12831.82,33.0,0
14729,9,2,4017.94,33.0,0
14730,51,2,5223.52,33.0,1
14731,93,2,4159.04,33.0,0
14732,135,2,4835.2,33.0,0
14733,176,2,4277.15,33.0,0
14734,40,2,4929.78,33.0,0
14735,82,2,4790.04,33.0,0
14736,124,2,7810.43,33.0,0
14737,166,2,8105.7,33.0,0
14738,23,2,9992.06,33.0,0
14739,65,2,8096.26,33.0,0
14740,107,2,6316.94,33.0,0
14741,149,2,12888.99,33.0,1
14742,11,2,11130.44,33.0,0
14743,53,2,23854.41,33.0,0
14744,95,2,15695.93,33.0,0
14745,137,2,17889.67,33.0,0
14746,178,2,6236.91,33.0,1
14747,31,2,3734.79,33.0,0
14748,73,2,3727.53,33.0,0
14749,115,2,3530.41,33.0,0
14750,157,2,3266.48,33.0,0
14751,12,2,4953.62,33.0,0
14752,54,2,7410.39,33.0,1
14753,96,2,6900.89,33.0,0
14754,138,2,5657.53,33.0,0
14755,6,2,6062.33,33.0,0
14756,48,2,5788.82,33.0,0
14757,90,2,6447.58,33.0,0
14758,132,2,5763.23,33.0,0
14759,173,2,5694.0,33.0,0
14760,32,2,7842.24,33.0,0
14761,74,2,5837.27,33.0,0
14762,116,2,5041.18,33.0,0
14763,158,2,4557.83,33.0,0
14764,21,2,6277.88,33.0,0
14765,63,2,5941.12,33.0,0
14766,105,2,5326.89,33.0,0
14767,147,2,5764.7,33.0,0
14768,3,2,5530.43,33.0,0
14769,45,2,6320.15,33.0,0
14770,87,2,5737.43,33.0,0
14771,129,2,5151.32,33.0,0
14772,170,2,5458.17,33.0,0
14773,34,2,6611.34,33.0,0
14774,76,2,6168.98,33.0,0
14775,118,2,6877.09,33.0,0
14776,160,2,7055.7,33.0,0
14777,15,2,9390.62,33.0,0
14778,57,2,10207.32,33.0,0
14779,99,2,10937.44,33.0,0
14780,141,2,14705.06,33.0,0
14781,180,2,10169.41,33.0,0
14782,39,2,4250.88,33.0,1
14783,81,2,3469.06,33.0,0
14784,123,2,4982.29,33.0,0
14785,165,2,3782.04,33.0,0
14786,29,2,6031.86,33.0,0
14787,71,2,7622.31,33.0,0
14788,113,2,5564.91,33.0,0
14789,155,2,6969.78,33.0,0
14790,24,2,20347.47,34.0,0
14791,66,2,19002.81,34.0,1
14792,108,2,20258.49,34.0,0
14793,150,2,19738.31,34.0,0
14794,25,2,20783.3,34.0,0
14795,67,2,21128.69,34.0,0
14796,109,2,20021.66,34.0,0
14797,151,2,14184.99,34.0,0
14798,7,2,17884.24,34.0,0
14799,49,2,18878.98,34.0,0
14800,91,2,20385.66,34.0,0
14801,133,2,19093.66,34.0,0
14802,174,2,17468.66,34.0,0
14803,37,2,22199.15,34.0,0
14804,79,2,21863.32,34.0,0
14805,121,2,23372.97,34.0,0
14806,163,2,27931.0,34.0,0
14807,22,2,27827.45,34.0,0
14808,64,2,23565.6,34.0,0
14809,106,2,20924.32,34.0,0
14810,148,2,20006.66,34.0,0
14811,8,2,20054.31,34.0,0
14812,50,2,17194.73,34.0,0
14813,92,2,16179.97,34.0,0
14814,134,2,16930.82,34.0,0
14815,175,2,19022.73,34.0,0
14816,35,2,18112.23,34.0,0
14817,77,2,18188.07,34.0,0
14818,119,2,19893.58,34.0,0
14819,161,2,18040.11,34.0,0
14820,16,2,15156.48,34.0,0
14821,58,2,12288.77,34.0,1
14822,100,2,14321.32,34.0,0
14823,142,2,14356.45,34.0,0
14824,5,2,17236.82,34.0,0
14825,47,2,17116.0,34.0,0
14826,89,2,15650.0,34.0,0
14827,131,2,14292.6,34.0,0
14828,172,2,15907.0,34.0,0
14829,30,2,18675.25,34.0,0
14830,72,2,21076.8,34.0,0
14831,114,2,17563.17,34.0,0
14832,156,2,24333.06,34.0,1
14833,17,2,15367.05,34.0,0
14834,59,2,22520.95,34.0,0
14835,101,2,21781.0,34.0,0
14836,143,2,26311.0,34.0,0
14837,181,2,11667.33,34.0,1
14838,36,2,12456.15,34.0,0
14839,78,2,11310.5,34.0,0
14840,120,2,12746.85,34.0,0
14841,162,2,12050.03,34.0,0
14842,19,2,12982.89,34.0,0
14843,61,2,17176.94,34.0,1
14844,103,2,17794.49,34.0,0
14845,145,2,17909.59,34.0,0
14846,20,2,18482.52,34.0,0
14847,62,2,15220.8,34.0,0
14848,104,2,15490.7,34.0,0
14849,146,2,17577.79,34.0,0
14850,2,2,14442.97,34.0,0
14851,44,2,16202.28,34.0,0
14852,86,2,17302.94,34.0,0
14853,128,2,16281.16,34.0,0
14854,169,2,17605.0,34.0,0
14855,33,2,17589.38,34.0,0
14856,75,2,17944.43,34.0,0
14857,117,2,15021.92,34.0,0
14858,159,2,18948.28,34.0,0
14859,14,2,21605.79,34.0,0
14860,56,2,21333.76,34.0,0
14861,98,2,20012.33,34.0,0
14862,140,2,18777.06,34.0,0
14863,4,2,19968.31,34.0,0
14864,46,2,18384.55,34.0,0
14865,88,2,17060.52,34.0,0
14866,130,2,16557.95,34.0,0
14867,171,2,16455.95,34.0,0
14868,28,2,19929.72,34.0,0
14869,70,2,17630.76,34.0,0
14870,112,2,18182.77,34.0,0
14871,154,2,16971.22,34.0,0
14872,9,2,14050.26,34.0,0
14873,51,2,11138.42,34.0,1
14874,93,2,12564.52,34.0,0
14875,135,2,12302.96,34.0,0
14876,176,2,11535.61,34.0,0
14877,40,2,13147.45,34.0,0
14878,82,2,12424.44,34.0,0
14879,124,2,14857.27,34.0,0
14880,166,2,13999.81,34.0,0
14881,23,2,16993.52,34.0,0
14882,65,2,17120.83,34.0,0
14883,107,2,12785.33,34.0,0
14884,149,2,18976.89,34.0,1
14885,11,2,18398.11,34.0,0
14886,53,2,23311.84,34.0,0
14887,95,2,19144.66,34.0,0
14888,137,2,25751.23,34.0,0
14889,178,2,13940.4,34.0,1
14890,31,2,13386.54,34.0,0
14891,73,2,12612.13,34.0,0
14892,115,2,11203.41,34.0,0
14893,157,2,10999.44,34.0,0
14894,12,2,16286.18,34.0,0
14895,54,2,16078.79,34.0,1
14896,96,2,17855.7,34.0,0
14897,138,2,16096.16,34.0,0
14898,6,2,19189.29,34.0,0
14899,48,2,15614.73,34.0,0
14900,90,2,18142.74,34.0,0
14901,132,2,15477.49,34.0,0
14902,173,2,19237.12,34.0,0
14903,32,2,19913.85,34.0,0
14904,74,2,18926.66,34.0,0
14905,116,2,17731.7,34.0,0
14906,158,2,18412.91,34.0,0
14907,21,2,19771.33,34.0,0
14908,63,2,21473.33,34.0,0
14909,105,2,22407.24,34.0,0
14910,147,2,21121.21,34.0,0
14911,3,2,19221.88,34.0,0
14912,45,2,21486.96,34.0,0
14913,87,2,20586.54,34.0,0
14914,129,2,21626.25,34.0,0
14915,170,2,20555.5,34.0,0
14916,34,2,21705.75,34.0,0
14917,76,2,17478.52,34.0,0
14918,118,2,14703.26,34.0,0
14919,160,2,15107.51,34.0,0
14920,15,2,17562.57,34.0,0
14921,57,2,16053.82,34.0,0
14922,99,2,16630.95,34.0,0
14923,141,2,16950.15,34.0,0
14924,180,2,15626.89,34.0,0
14925,39,2,13969.27,34.0,1
14926,81,2,13463.6,34.0,0
14927,123,2,17210.3,34.0,0
14928,165,2,13011.81,34.0,0
14929,29,2,18340.02,34.0,0
14930,71,2,18038.5,34.0,0
14931,113,2,14841.75,34.0,0
14932,155,2,16047.51,34.0,0
14933,24,2,4216.0,35.0,0
14934,66,2,2676.0,35.0,1
14935,108,2,3425.0,35.0,0
14936,150,2,3566.01,35.0,0
14937,25,2,4920.0,35.0,0
14938,67,2,4436.0,35.0,0
14939,109,2,4189.0,35.0,0
14940,151,2,3600.0,35.0,0
14941,7,2,5098.0,35.0,0
14942,49,2,4523.0,35.0,0
14943,91,2,4449.5,35.0,0
14944,133,2,4249.0,35.0,0
14945,174,2,4557.0,35.0,0
14946,37,2,5564.5,35.0,0
14947,79,2,4794.0,35.0,0
14948,121,2,4206.0,35.0,0
14949,163,2,5004.0,35.0,0
14950,22,2,5317.0,35.0,0
14951,64,2,4854.0,35.0,0
14952,106,2,4397.0,35.0,0
14953,148,2,4323.0,35.0,0
14954,8,2,4316.0,35.0,0
14955,50,2,3703.0,35.0,0
14956,92,2,3713.0,35.0,0
14957,134,2,3587.0,35.0,0
14958,175,2,3509.5,35.0,0
14959,35,2,3741.0,35.0,0
14960,77,2,3029.0,35.0,0
14961,119,2,3434.0,35.0,0
14962,161,2,3044.0,35.0,0
14963,16,2,2686.0,35.0,0
14964,58,2,2122.0,35.0,1
14965,100,2,3003.5,35.0,0
14966,142,2,2375.0,35.0,0
14967,5,2,2850.0,35.0,0
14968,47,2,3229.0,35.0,0
14969,89,2,2867.0,35.0,0
14970,131,2,2459.0,35.0,0
14971,172,2,3278.0,35.0,0
14972,30,2,4401.0,35.0,0
14973,72,2,3850.1,35.0,0
14974,114,2,4476.0,35.0,0
14975,156,2,4531.0,35.0,1
14976,17,2,3544.0,35.0,0
14977,59,2,4213.0,35.0,0
14978,101,2,5161.5,35.0,0
14979,143,2,6316.0,35.0,0
14980,181,2,2429.0,35.0,1
14981,36,2,2662.75,35.0,0
14982,78,2,2311.0,35.0,0
14983,120,2,2645.0,35.0,0
14984,162,2,3448.76,35.0,0
14985,19,2,3171.82,35.0,0
14986,61,2,3873.88,35.0,1
14987,103,2,5215.76,35.0,0
14988,145,2,3868.82,35.0,0
14989,20,2,4425.76,35.0,0
14990,62,2,4054.91,35.0,0
14991,104,2,5383.7,35.0,0
14992,146,2,3946.91,35.0,0
14993,2,2,4092.91,35.0,0
14994,44,2,4625.38,35.0,0
14995,86,2,4371.79,35.0,0
14996,128,2,4984.82,35.0,0
14997,169,2,4780.88,35.0,0
14998,33,2,4549.64,35.0,0
14999,75,2,4703.73,35.0,0
15000,117,2,3854.91,35.0,0
15001,159,2,3515.91,35.0,0
15002,14,2,4412.82,35.0,0
15003,56,2,4293.91,35.0,0
15004,98,2,4675.58,35.0,0
15005,140,2,3332.88,35.0,0
15006,4,2,4494.38,35.0,0
15007,46,2,4041.1,35.0,0
15008,88,2,3082.5,35.0,0
15009,130,2,3656.93,35.0,0
15010,171,2,3327.76,35.0,0
15011,28,2,3684.17,35.0,0
15012,70,2,4019.59,35.0,0
15013,112,2,3368.93,35.0,0
15014,154,2,4324.61,35.0,0
15015,9,2,4007.97,35.0,0
15016,51,2,3289.04,35.0,1
15017,93,2,3355.03,35.0,0
15018,135,2,3391.13,35.0,0
15019,176,2,3294.28,35.0,0
15020,40,2,3958.71,35.0,0
15021,82,2,3185.88,35.0,0
15022,124,2,3797.81,35.0,0
15023,166,2,3611.89,35.0,0
15024,23,2,3979.08,35.0,0
15025,65,2,3297.21,35.0,0
15026,107,2,3711.97,35.0,0
15027,149,2,3793.97,35.0,1
15028,11,2,4557.05,35.0,0
15029,53,2,4560.19,35.0,0
15030,95,2,4935.75,35.0,0
15031,137,2,6178.09,35.0,0
15032,178,2,3798.83,35.0,1
15033,31,2,2593.69,35.0,0
15034,73,2,2690.68,35.0,0
15035,115,2,2984.56,35.0,0
15036,157,2,3162.24,35.0,0
15037,12,2,4119.11,35.0,0
15038,54,2,4976.7,35.0,1
15039,96,2,4622.54,35.0,0
15040,138,2,4322.43,35.0,0
15041,6,2,4098.35,35.0,0
15042,48,2,3852.11,35.0,0
15043,90,2,4518.1,35.0,0
15044,132,2,2943.06,35.0,0
15045,173,2,3788.37,35.0,0
15046,32,2,4750.17,35.0,0
15047,74,2,4541.23,35.0,0
15048,116,2,4143.46,35.0,0
15049,158,2,3643.69,35.0,0
15050,21,2,4740.21,35.0,0
15051,63,2,5086.48,35.0,0
15052,105,2,6928.95,35.0,0
15053,147,2,5543.15,35.0,0
15054,3,2,5103.18,35.0,0
15055,45,2,4709.14,35.0,0
15056,87,2,5003.54,35.0,0
15057,129,2,5004.37,35.0,0
15058,170,2,4480.24,35.0,0
15059,34,2,4515.38,35.0,0
15060,76,2,3773.88,35.0,0
15061,118,2,3185.38,35.0,0
15062,160,2,2417.32,35.0,0
15063,15,2,2611.36,35.0,0
15064,57,2,3119.5,35.0,0
15065,99,2,2710.43,35.0,0
15066,141,2,3053.24,35.0,0
15067,180,2,2402.0,35.0,0
15068,39,2,1801.1,35.0,1
15069,81,2,1823.36,35.0,0
15070,123,2,2629.73,35.0,0
15071,165,2,2091.28,35.0,0
15072,29,2,2997.41,35.0,0
15073,71,2,3533.7,35.0,0
15074,113,2,2383.29,35.0,0
15075,155,2,2671.37,35.0,0
15076,24,2,975.5,36.0,0
15077,66,2,727.5,36.0,1
15078,108,2,1981.5,36.0,0
15079,150,2,1709.5,36.0,0
15080,25,2,1371.5,36.0,0
15081,67,2,1481.0,36.0,0
15082,109,2,2426.5,36.0,0
15083,151,2,1293.0,36.0,0
15084,7,2,1220.0,36.0,0
15085,49,2,2135.5,36.0,0
15086,91,2,2526.5,36.0,0
15087,133,2,1791.5,36.0,0
15088,174,2,3002.5,36.0,0
15089,37,2,4328.0,36.0,0
15090,79,2,3825.0,36.0,0
15091,121,2,5503.97,36.0,0
15092,163,2,8558.0,36.0,0
15093,22,2,10937.0,36.0,0
15094,64,2,7596.0,36.0,0
15095,106,2,7498.0,36.0,0
15096,148,2,6716.5,36.0,0
15097,8,2,5265.5,36.0,0
15098,50,2,4578.5,36.0,0
15099,92,2,3427.24,36.0,0
15100,134,2,4191.5,36.0,0
15101,175,2,2344.0,36.0,0
15102,35,2,2297.0,36.0,0
15103,77,2,1966.0,36.0,0
15104,119,2,1267.5,36.0,0
15105,161,2,1353.5,36.0,0
15106,16,2,1047.0,36.0,0
15107,58,2,843.0,36.0,1
15108,100,2,607.0,36.0,0
15109,142,2,324.0,36.0,0
15110,5,2,774.0,36.0,0
15111,47,2,996.0,36.0,0
15112,89,2,987.0,36.0,0
15113,131,2,747.0,36.0,0
15114,172,2,1498.0,36.0,0
15115,30,2,2783.0,36.0,0
15116,72,2,2035.0,36.0,0
15117,114,2,2292.0,36.0,0
15118,156,2,3379.99,36.0,1
15119,17,2,2118.0,36.0,0
15120,59,2,3737.0,36.0,0
15121,101,2,3573.0,36.0,0
15122,143,2,3965.0,36.0,0
15123,181,2,1230.0,36.0,1
15124,36,2,766.0,36.0,0
15125,78,2,1721.0,36.0,0
15126,120,2,1642.0,36.0,0
15127,162,2,962.0,36.0,0
15128,19,2,3118.0,36.0,0
15129,61,2,699.0,36.0,1
15130,103,2,823.0,36.0,0
15131,145,2,2363.0,36.0,0
15132,20,2,1820.5,36.0,0
15133,62,2,1865.0,36.0,0
15134,104,2,3143.0,36.0,0
15135,146,2,2240.0,36.0,0
15136,2,2,1840.0,36.0,0
15137,44,2,1504.5,36.0,0
15138,86,2,2178.0,36.0,0
15139,128,2,1952.0,36.0,0
15140,169,2,1704.0,36.0,0
15141,33,2,2139.0,36.0,0
15142,75,2,3200.0,36.0,0
15143,117,2,3051.0,36.0,0
15144,159,2,5859.0,36.0,0
15145,14,2,9617.0,36.0,0
15146,56,2,8020.0,36.0,0
15147,98,2,8872.97,36.0,0
15148,140,2,6122.0,36.0,0
15149,4,2,6434.0,36.0,0
15150,46,2,5104.0,36.0,0
15151,88,2,2855.0,36.0,0
15152,130,2,1877.0,36.0,0
15153,171,2,1318.0,36.0,0
15154,28,2,482.0,36.0,0
15155,70,2,622.0,36.0,0
15156,112,2,295.0,36.0,0
15157,154,2,111.85,36.0,0
15158,9,2,409.7,36.0,0
15159,51,2,677.31,36.0,1
15160,93,2,402.43,36.0,0
15161,135,2,428.37,36.0,0
15162,176,2,307.52,36.0,0
15163,40,2,882.98,36.0,0
15164,82,2,450.4,36.0,0
15165,124,2,1106.94,36.0,0
15166,166,2,897.01,36.0,0
15167,23,2,1934.61,36.0,0
15168,65,2,1089.74,36.0,0
15169,107,2,1284.44,36.0,0
15170,149,2,2785.16,36.0,1
15171,11,2,2085.69,36.0,0
15172,53,2,5192.28,36.0,0
15173,95,2,2931.14,36.0,0
15174,137,2,4793.86,36.0,0
15175,178,2,2060.86,36.0,1
15176,31,2,1038.46,36.0,0
15177,73,2,1123.22,36.0,0
15178,115,2,1291.22,36.0,0
15179,157,2,815.37,36.0,0
15180,12,2,2017.47,36.0,0
15181,54,2,3213.77,36.0,1
15182,96,2,1314.86,36.0,0
15183,138,2,759.79,36.0,0
15184,6,2,1029.44,36.0,0
15185,48,2,1762.0,36.0,0
15186,90,2,2073.99,36.0,0
15187,132,2,1944.0,36.0,0
15188,173,2,2750.0,36.0,0
15189,32,2,2492.0,36.0,0
15190,74,2,2502.0,36.0,0
15191,116,2,1722.0,36.0,0
15192,158,2,2399.0,36.0,0
15193,21,2,2458.0,36.0,0
15194,63,2,4011.0,36.0,0
15195,105,2,4289.0,36.0,0
15196,147,2,6457.0,36.0,0
15197,3,2,8526.0,36.0,0
15198,45,2,7093.0,36.0,0
15199,87,2,6816.0,36.0,0
15200,129,2,6905.0,36.0,0
15201,170,2,7629.0,36.0,0
15202,34,2,6289.0,36.0,0
15203,76,2,3179.0,36.0,0
15204,118,2,2635.0,36.0,0
15205,160,2,2016.0,36.0,0
15206,15,2,2091.0,36.0,0
15207,57,2,1361.0,36.0,0
15208,99,2,1022.88,36.0,0
15209,141,2,820.76,36.0,0
15210,180,2,858.84,36.0,0
15211,39,2,824.22,36.0,1
15212,81,2,962.4,36.0,0
15213,123,2,1056.12,36.0,0
15214,165,2,421.64,36.0,0
15215,29,2,1317.78,36.0,0
15216,71,2,1878.44,36.0,0
15217,113,2,867.88,36.0,0
15218,155,2,1033.32,36.0,0
15219,24,2,4961.19,37.0,0
15220,66,2,4888.88,37.0,1
15221,108,2,5569.84,37.0,0
15222,150,2,5395.5,37.0,0
15223,25,2,5289.69,37.0,0
15224,67,2,4592.96,37.0,0
15225,109,2,4655.14,37.0,0
15226,151,2,3513.68,37.0,0
15227,7,2,4962.7,37.0,0
15228,49,2,4181.43,37.0,0
15229,91,2,4265.73,37.0,0
15230,133,2,3792.29,37.0,0
15231,174,2,4053.43,37.0,0
15232,37,2,4250.84,37.0,0
15233,79,2,3846.69,37.0,0
15234,121,2,5629.61,37.0,0
15235,163,2,5193.21,37.0,0
15236,22,2,5391.84,37.0,0
15237,64,2,5173.48,37.0,0
15238,106,2,5382.58,37.0,0
15239,148,2,6034.85,37.0,0
15240,8,2,5479.98,37.0,0
15241,50,2,4437.44,37.0,0
15242,92,2,4877.18,37.0,0
15243,134,2,5283.81,37.0,0
15244,175,2,4666.97,37.0,0
15245,35,2,5672.14,37.0,0
15246,77,2,4341.22,37.0,0
15247,119,2,4709.33,37.0,0
15248,161,2,4414.56,37.0,0
15249,16,2,5374.27,37.0,0
15250,58,2,4754.09,37.0,1
15251,100,2,4732.32,37.0,0
15252,142,2,4101.17,37.0,0
15253,5,2,4169.48,37.0,0
15254,47,2,4596.03,37.0,0
15255,89,2,4868.07,37.0,0
15256,131,2,3974.6,37.0,0
15257,172,2,4213.75,37.0,0
15258,30,2,4372.06,37.0,0
15259,72,2,4566.43,37.0,0
15260,114,2,4280.31,37.0,0
15261,156,2,4192.24,37.0,1
15262,17,2,3773.52,37.0,0
15263,59,2,3960.84,37.0,0
15264,101,2,4060.65,37.0,0
15265,143,2,4208.98,37.0,0
15266,181,2,3447.62,37.0,1
15267,36,2,4251.09,37.0,0
15268,78,2,3634.89,37.0,0
15269,120,2,3960.25,37.0,0
15270,162,2,4891.56,37.0,0
15271,19,2,3627.95,37.0,0
15272,61,2,5321.49,37.0,1
15273,103,2,5091.15,37.0,0
15274,145,2,4730.94,37.0,0
15275,20,2,6304.14,37.0,0
15276,62,2,5137.09,37.0,0
15277,104,2,4932.86,37.0,0
15278,146,2,4997.51,37.0,0
15279,2,2,4524.67,37.0,0
15280,44,2,4122.49,37.0,0
15281,86,2,4286.35,37.0,0
15282,128,2,3787.66,37.0,0
15283,169,2,3975.08,37.0,0
15284,33,2,3995.87,37.0,0
15285,75,2,3868.84,37.0,0
15286,117,2,3934.65,37.0,0
15287,159,2,3870.66,37.0,0
15288,14,2,4552.25,37.0,0
15289,56,2,5168.24,37.0,0
15290,98,2,4753.44,37.0,0
15291,140,2,4725.09,37.0,0
15292,4,2,4809.86,37.0,0
15293,46,2,4056.67,37.0,0
15294,88,2,4326.1,37.0,0
15295,130,2,3978.38,37.0,0
15296,171,2,4408.59,37.0,0
15297,28,2,4130.98,37.0,0
15298,70,2,3917.77,37.0,0
15299,112,2,3749.46,37.0,0
15300,154,2,3903.84,37.0,0
15301,9,2,4203.93,37.0,0
15302,51,2,4025.1,37.0,1
15303,93,2,3696.08,37.0,0
15304,135,2,4601.99,37.0,0
15305,176,2,4077.81,37.0,0
15306,40,2,5043.47,37.0,0
15307,82,2,4132.75,37.0,0
15308,124,2,3768.6,37.0,0
15309,166,2,3861.72,37.0,0
15310,23,2,4635.41,37.0,0
15311,65,2,4659.73,37.0,0
15312,107,2,4232.53,37.0,0
15313,149,2,4881.84,37.0,1
15314,11,2,4257.85,37.0,0
15315,53,2,4040.06,37.0,0
15316,95,2,3744.56,37.0,0
15317,137,2,4597.77,37.0,0
15318,178,2,3888.75,37.0,1
15319,31,2,3951.16,37.0,0
15320,73,2,3910.96,37.0,0
15321,115,2,4049.62,37.0,0
15322,157,2,4172.6,37.0,0
15323,12,2,5017.2,37.0,0
15324,54,2,5545.88,37.0,1
15325,96,2,5327.24,37.0,0
15326,138,2,4888.57,37.0,0
15327,6,2,6171.86,37.0,0
15328,48,2,5269.34,37.0,0
15329,90,2,4386.43,37.0,0
15330,132,2,3794.58,37.0,0
15331,173,2,4764.7,37.0,0
15332,32,2,5302.65,37.0,0
15333,74,2,3969.67,37.0,0
15334,116,2,4156.13,37.0,0
15335,158,2,4027.23,37.0,0
15336,21,2,4344.55,37.0,0
15337,63,2,4251.25,37.0,0
15338,105,2,4393.5,37.0,0
15339,147,2,4549.69,37.0,0
15340,3,2,4714.67,37.0,0
15341,45,2,4750.05,37.0,0
15342,87,2,4690.39,37.0,0
15343,129,2,4694.47,37.0,0
15344,170,2,4506.03,37.0,0
15345,34,2,4906.62,37.0,0
15346,76,2,3811.6,37.0,0
15347,118,2,4494.15,37.0,0
15348,160,2,4335.23,37.0,0
15349,15,2,4563.13,37.0,0
15350,57,2,4822.45,37.0,0
15351,99,2,3979.74,37.0,0
15352,141,2,3680.21,37.0,0
15353,180,2,4001.08,37.0,0
15354,39,2,4356.42,37.0,1
15355,81,2,4461.58,37.0,0
15356,123,2,4269.61,37.0,0
15357,165,2,5202.93,37.0,0
15358,29,2,5546.2,37.0,0
15359,71,2,4412.08,37.0,0
15360,113,2,4460.76,37.0,0
15361,155,2,3999.22,37.0,0
15362,24,2,113144.9,38.0,0
15363,66,2,100344.36,38.0,1
15364,108,2,93181.36,38.0,0
15365,150,2,109233.51,38.0,0
15366,25,2,116410.09,38.0,0
15367,67,2,172794.2,38.0,0
15368,109,2,98552.33,38.0,0
15369,151,2,96659.43,38.0,0
15370,7,2,96264.28,38.0,0
15371,49,2,108465.19,38.0,0
15372,91,2,91761.12,38.0,0
15373,133,2,90616.12,38.0,0
15374,174,2,95362.77,38.0,0
15375,37,2,115724.51,38.0,0
15376,79,2,102736.89,38.0,0
